Title,Content,Category
"Яҡташыбыҙ лотереяла 14,7 миллион һум суперприз отҡан","Башҡортостанда дәүләт лотереяһында ҡатнашыусы 14,7 миллион һум отҡан. «Столото»ның матбуғат хеҙмәте хәбәр итеүенсә, 11 октябрҙә «Рапидо» дәүләт лотереяһының суперпризы - 14 795 679 һум уйнатылған. 287711-се тираж һөҙөмтәләре буйынса яҡташыбыҙ еңеүсе булған.
«Әлеге ваҡытта уның мобиль ҡушымтала 300 һумлыҡ билет һатып алыуы ғына билдәле», - тип белдерҙеләр компанияла.
«Рапидо» ҡағиҙәләре буйынса, суперприз отор өсөн комбинацияларҙың бөтә һандарын тура килтереп яҙырға кәрәк. Отоштар 15 минут һайын үткәрелә.
https://www.bashinform.ru/news/economy/2023-10-12/zhitel-bashkirii-vyigral-v-lotereyu-superpriz-v-14-7-mln-rubley-3475830",Иҡтисад
Радий Хәбиров Башҡортостандың һуңғы биш йылдағы төп иҡтисади күрһәткестәре менән таныштырҙы,"«Башҡортостандың үҫеш нигеҙе – ныҡлы күп тармаҡлы иҡтисад. Бөгөн, ковидтан һуңғы ауыр йылдарға ҡарамаҫтан, беҙ сәнәғәт етештереүе күләмен арттырыуға өлгәштек. Биш йыллыҡта был күрһәткес 13,6% артты», - тине Радий Хәбиров Республика көнөнә арналған тантаналы йыйылышта.
«Өс йыл рәттән Башҡортостан – сәнәғәт сәйәсәте һөҙөмтәлелеге буйынса федераль рейтинг лидерҙары иҫәбендә. Ике йыл беренсе булдыҡ, хәҙер  өсөнсө урындабыҙ. Был ҡабул ителгән ҡарарҙарҙың юғары кимәлен күрһәтә. Предприятие етәкселәренә һәм хеҙмәт коллективтарына берҙәм эш өсөн ҙур рәхмәт.
Беҙ «Башнефть», «БСК», «Газпром нефтехим Салауат», Берләшкән двигателдәр эшләү корпорацияһы - Өфө моторҙар эшләү производство берекмәһе, «ПОЛИЭФ», Учалы тау-байыҡтырыу комбинаты, «Башҡорт баҡыры», «НЕФАЗ», Туймазы бетон ташыу машиналары заводы, «Витязь», «ОЗНА» һәм башҡа компанияларға рәхмәт белдерәбеҙ. Улар ҡатмарлы осорҙа ла етештереүҙе арттыра, күләмле проекттарҙы ғәмәлгә ашыра, иҡтисадтың үҫешенә йоғонто яһай.
Беҙ республиканы Волга буйы федераль округы төбәктәре араһында инвестицияларҙы арттырыу буйынса алдынғы урынға сығарҙыҡ. Инвестиция мөхите торошоноң милли рейтингында Башҡортостан 2018 йылда 23-сө урында булһа, быйыл дүртенсе баҡысҡа күтәрелде. 2019 йылдан инвестициялар 40% ашыуға артҡан, дөйөм күләме 1,6 триллион һумдан ашып киткән.
Инвесторҙар республикабыҙға ҙур теләк менән килә. Ике йыл рәттән беҙҙең «Алға» Рәсәйҙең әүҙем үҫешкән махсус иҡтисади зонаһы тип танылды. Кисә Беларусь премьер-министры Роман Александрович Головченко, Рәсәй хөкүмәте рәйесе урынбаҫары Александр Валентинович Новак менән «Амкодор-Ағиҙел» заводын астыҡ.
Аграрийҙарға ярҙам итеүгә ҙур иғтибар бүләбеҙ, ауыл хужалығы техникаһын яңыртыуға байтаҡ аҡса йүнәлтәбеҙ», - тине Радий Хәбиров.
https://www.bashinform.ru/news/economy/2023-10-11/radiy-habirov-ozvuchil-osnovnye-ekonomicheskie-pokazateli-bashkirii-za-poslednie-pyat-let-3474674",Иҡтисад
"Һуңғы биш йылда Башҡортостанда уртаса эш хаҡы 1,5 тапҡырға артҡан","2022 йылда Башҡортостанда бер хеҙмәткәрҙең уртаса айлыҡ эш хаҡы 49 460 һумға еткән. Уның кимәле 2018 йыл менән сағыштырғанда 1,5 тапҡырға артҡан (33 753 һум).
Республика —  илдең 2023 йылдың 1 ғинуарынан иҡтисадтың реаль секторы хеҙмәткәрҙәре өсөн минималь эш хаҡы федераль минимумдан 5,7% юғарыраҡ күләмдә билдәләнгән бер нисә төбәге араһында.
Уҙған йыл йомғаҡтары буйынса Башҡортостан тәүге тапҡыр хеҙмәт баҙарының федераль рейтингында 10 лидер иҫәбенә инде. Бынан тыш, хеҙмәт баҙарында көсөргәнешлекте кәметеүгә йүнәлтелгән федераль сараларҙы йәлеп итеү йәһәтенән өс төбәк араһында республикабыҙ ҙа бар. Әйтәйек, 2020-2023 йылдарҙа 2377 эш биреүсегә 2 миллиард һумлыҡ ярҙам күрһәтелгән. Был 40 меңдән ашыу граждандың мәшғүллеген һаҡлап ҡалырға һәм эшкә урынлаштырырға мөмкинлек биргән.
https://www.bashinform.ru/news/economy/2023-10-09/za-pyat-poslednih-let-srednyaya-zarplata-v-bashkirii-vyrosla-v-1-5-raza-3472355",Иҡтисад
Өфөлә бетон заводы төҙөргә йыйыналар,"Өфөлә тауар бетоны һәм тимер-бетон изделиелар етештереү буйынса универсаль завод төҙөү мөмкинлеген ҡарайҙар. Был хаҡта социаль селтәрҙә баш ҡаланың Дим районы хакимиәте етәксеһе Антон Тарасов хәбәр итте.
Инвестор объектты төҙөү өсөн 141 миллион һум аҡса һалырға әҙер булыуы көтөлә. Антон Тарасов билдәләүенсә, завод 30-ға яҡын эш урыны булдырырға, өҫтәмә инвестициялар йәлеп итергә һәм райондың иҡтисади үҫешен нығытырға мөмкинлек бирергә тейеш.
«Башинформ» мәғлүмәт агентлығы Ҡаҙағстан инвесторының Башҡортостанда вагон эшләү заводын төҙөргә йыйыныуы тураһында ла хәбәр иткәйне.
https://www.bashinform.ru/news/economy/2023-10-05/v-stolitse-bashkirii-planiruyut-postroit-betonnyy-zavod-3466720",Иҡтисад
"Республикала подъездарҙы ремонтлау планы 99,3% үтәлгән","Башҡортостанда подъездарҙы комплекслы ремонтлау программаһын тормошҡа ашырыу барышында 33 меңдән ашыу кеше йәшәү шарттарын яҡшыртырға тейеш. Был хаҡта республиканың Торлаҡ-коммуналь хужалыҡ министрлығы хәбәр итә.
Быйыл подъездарҙы комплекслы ремонтлау республика программаһы сиктәрендә 276 күп фатирлы йортта 759 подъезды тәртипкә килтереү ҡаралған. Ошо сараларға 744,4 миллион һум йүнәлтелгән.
Әле 149 йорттоң 398 подъезында ремонт эштәре бара, 125 йорттоң 340 подъезында эштәр тамамланған, план 99,3% тәшкил итә.
https://www.bashinform.ru/news/economy/2023-10-04/v-bashkirii-plan-remonta-pod-ezdov-uluchshayuschiy-usloviya-prozhivaniya-33-tysyach-chelovek-vypolnen-na-99-3-3465007
 ",Иҡтисад
"Яңы йылдан уртаса пенсияның күләме 23,2 мең һум була","Яңы йылдан уртаса пенсияның күләме айына 23,2 мең һум тәшкил итергә тейеш. Был хаҡта илдең финанс министры Антон Силуановтың һүҙҙәренә һылтанма менән «Российская газета» хәбәр итә.
Рәсәйҙең финанс министры билдәләүенсә, 1 ғинуарҙан пенсиялар 7,5% индексациялана (был фаразланған инфляция кимәле), шунан һуң уның уртаса күләме 23 244 һум булыр тип көтөлә. Бының өсөн бөтәһе 600 миллиард һум аҡса талап ителә.
Әлеге ваҡытта Башҡортостанда тәғәйенләнгән пенсияларҙың уртаса күләме 19 038 һумға етә. Был уҙған йылдың ошо уҡ осорона ҡарағанда 6,3%  күберәк, былтыр пенсия 17 910 һум тәшкил иткән.
2023 йылдың 1 июненә ҡарата Башҡортостанда 1 139 315 пенсионер иҫәпләнгән. 2022 йылдың ошо айы менән сағыштырғанда уларҙың һаны 13,7 мең кешегә кәмегән.
Шул уҡ ваҡытта 172 мең пенсионер һаман эшләп йөрөй.
https://www.bashinform.ru/news/economy/2023-10-03/s-novogo-goda-razmer-sredney-pensii-sostavit-23-2-tysyachi-rubley-3463838 ",Иҡтисад
Өфөлә икенсел баҙарҙа фатирҙарҙың уртаса хаҡы 2 процентҡа артҡан,"Рәсәйҙә өсөнсө кварталда икенсел баҙарҙа торлаҡҡа ихтыяж бер йылда 15% һәм уҙған квартал менән сағыштырғанда 11% артҡан. «Авито Күсемһеҙ милек» ошондай мәғлүмәттәр килтерә. Торлаҡҡа хаҡтар ҙа күтәрелә. Айырыуса Мәскәүҙә, Силәбелә һәм Һарытауҙа. Баш ҡалала икенсел торлаҡтың уртаса хаҡы 15,3 миллион һумға баһалана.
Өфөлә икенсел торлаҡҡа хаҡ бер йылда 9% артып, уҙған квартал менән сағыштырғанда үҫеш 2% тәшкил иткән. Шулай итеп, Өфөлә икенсел баҙарҙа фатирҙы уртаса 4,7 миллион һумға һатып алырға мөмкин.
Бынан алдараҡ «Башинформ» уҙған йылда Башҡортостанда ипотека алыу мөмкинлегенең артыуын хәбәр иткәйне.
https://www.bashinform.ru/news/economy/2023-10-03/srednyaya-stoimost-kvartir-na-vtorichnom-rynke-v-ufe-v-iii-kvartale-vyrosla-na-2-protsenta-3463331",Иҡтисад
"Михаил Мишустин хеҙмәткәрҙәрҙең айырым категорияларына эш хаҡын 5,5% индексациялау тураһында бойороҡҡа ҡул ҡуйҙы","Рәсәй хөкүмәте рәйесе Михаил Мишустин бюджет хеҙмәткәрҙәренә эш хаҡын арттырыу тураһында бойороҡҡа ҡул ҡуйҙы. Документ рәсми хоҡуҡи мәғлүмәт порталында баҫылған.
1 октябрҙән федераль ҡаҙна, бюджет һәм автономиялы учреждениелар, шулай уҡ дәүләт органдары, хәрби частар,  законда хәрби һәм уға тиңләштерелгән хеҙмәт ҡаралған башҡарма власть органдары учреждениелары һәм подразделениелары хеҙмәткәрҙәренең эш хаҡы 5,5% арттырыла, тиелә унда. Финанслау сығанағы - федераль бюджет.
https://www.bashinform.ru/news/economy/2023-10-03/mihail-mishustin-podpisal-rasporyazhenii-ob-indeksatsii-zarplat-na-5-5-otdelnym-kategoriyam-rabotnikov-3462809",Иҡтисад
3 октябрҙән республикала социаль учреждениеларға йылы бирелә башлай — Торлаҡ-коммуналь хужалыҡ министрлығы,"Башҡортостанда 3 октябрҙән социаль учреждениеларға йылы бирелә. Был хаҡта хөкүмәттең аҙналыҡ оператив кәңәшмәһендә Башҡортостандың торлаҡ-коммуналь хужалыҡ министры урынбаҫары Юрий Палтусов хәбәр итте.
«Көндөҙ һәм төндә һауа торошоноң ныҡ үҙгәреүсән булыуын иҫәпкә алып (ҡайһы бер биләмәләрҙә +1-гә тиклем түбәнәйә), 3 октябрҙән балалар баҡсаларын, мәктәптәрҙе һәм дауаханаларҙы йылыта башларға тәҡдим итәм», — тине Юрий Палтусов. 
https://www.bashinform.ru/news/economy/2023-10-02/v-bashkirii-s-3-oktyabrya-podadut-teplo-v-sotsuchrezhdeniya-minzhkh-3461889",Иҡтисад
Башҡортостан ипотека алыу мөмкинлеге буйынса Рәсәйҙең 30 төбәге иҫәбенә инде,"Уҙған йылда Башҡортостанда ипотека алыу мөмкинлеге һиҙелерлек артҡан. РИА Новости әҙерләгән төбәктәр рейтингы мәғлүмәттәре ошо турала һөйләй. Башҡортостан унда 26-сы урында тора, ә былтыр ошондай рейтингта 39-сы баҫҡыста ине.
Рейтингта тәүге өс урында – ЯНАО, Магадан өлкәһе һәм Чукотка. Бында ғаиләләрҙең 60% яҡыны кредитҡа ике бүлмәле фатир һатып алыу мөмкинлегенә эйә. Һуңғы урындарҙы Севастополь, Ҡарасәй-Черкес һәм Дағстан биләй (күрһәткестәр 10% артмай). Башҡортостанда бер йыл элек был күрһәткес 24,4% булһа, хәҙер 30,7 % процент тәшкил итә. Санкт-Петербург рейтингта, Башҡортостанды бер баҫҡысҡа уҙып китеп, 25-се урынды алды. Мәскәү иһә әлеге рейтингта 50-се урында тора. Ғөмүмән, Рәсәйҙә рәсми килеме һәм ипотека алыу мөмкинлеге булған ғаиләләрҙең өлөшө (2023 йылдың авгусына ҡарата) 27,8% кимәлендә.
«Башинформ» август айында Башҡортостанда 1,8 миллион квадрат метр торлаҡты файҙаланыуға тапшырыуҙары тураһында хәбәр иткәйне. Был һан былтырғы күрһәткестәрҙән 5% күберәк.
https://www.bashinform.ru/news/economy/2023-10-02/bashkiriya-voshla-v-top-30-rossiyskih-regionov-po-dostupnosti-ipoteki-3461563",Иҡтисад
Рәсәйҙә махсус хәрби операцияла ҡатнашыусыларҙы эш менән тәьмин иткән эшҡыуарҙарға ярҙам күрһәтелә,"Дәүләт Думаһы беренсе уҡыуҙа махсус хәрби операцияла ҡатнашыусыларҙы эш менән тәьмин иткән эшҡыуарҙарға ярҙам күрһәтеү тураһында закон проектын ҡабул итте. Документҡа ярашлы, махсус операцияла ҡатнашыусыларҙы, хәрби хәрәкәт ветерандарын эшкә алған бәләкәй һәм урта бизнесҡа социаль предприятие статусы, дәүләттән төрлө льготалар бирелә.
Бындай ҡарар, бер яҡтан, махсус хәрби операцияла ҡатнашыусыны эшкә урынлаштырыу эш биреүсе өсөн отошлораҡ булыр, икенсе яҡтан, эшҡыуарҙарға ярҙам итер, бизнесты үҫтереү өсөн өҫтәмә шарттар булдырыр тип күҙаллана.  
«Һалдат-офицерҙарыбыҙ фронттан ҡайтҡас лайыҡлы эш таба, ғаиләһен ҡарай алырына ышанырға тейеш», - тине парламент спикеры Вячеслав Володин.
«Махсус хәрби операция ветерандарына эшкә урынлашыуҙа, яңы һөнәр эҙләүҙә, үҙ эшен асыуҙа ярҙам итеү —  президент Владимир Путин ҡуйған бурыс», — тип иҫкә төшөрҙө ул.
Әйткәндәй, «Башинформ» 2023 йылда Башҡортостанда махсус хәрби операцияла ҡатнашыусыларға нисек ярҙам күрһәтеүҙәре тураһында материал баҫтырып сығарғайны. 
https://www.bashinform.ru/news/economy/2023-09-28/v-rossii-podderzhat-predprinimateley-trudoustraivayuschih-uchastnikov-svo-3457259",Иҡтисад
Үҙ теләге менән махсус хәрби операцияла ҡатнашыусыларҙың килемен физик шәхестәрҙең табышына һалымдан азат итеүҙәре ихтимал,"Үҙ теләге менән махсус хәрби операцияла ҡатнашыусыларҙың килемен физик шәхестәрҙең табышына һалымдан азат итеүҙәре мөмкин. Хөкүмәт депутаттарҙың һәм «Берҙәм Рәсәй»ҙән сенаторҙарҙың ошондай закон проектын хупланы, тип тип хәбәр итте «Известия».
Авторҙар әйтеүенсә, шул рәүешле улар операцияла ҡатнашыусыларҙың рухын күтәрергә, шулай уҡ яугирҙәрҙең ғаиләләренә социаль ярҙамды гарантияларға теләй. Башланғыс Дәүләт Думаһының башҡа фракцияларында ла хуплау тапты.
«Башинформ» яҙғанса, Башҡортостандан махсус хәрби операцияла ҡатнашыусылар һәм уларҙың ғаилә ағзалары транспорт һалымын түләмәйәсәк.
https://www.bashinform.ru/news/economy/2023-09-28/dohody-dobrovoltsev-svo-mogut-osvobodit-ot-naloga-na-dohod-fizicheskih-lits-3457031",Иҡтисад
Рәсәй Хөкүмәте бензиндың хаҡына бәйле хәлде төҙәтеү менән шөғөлләнә,"Рәсәй Президенты Владимир Путин ил хөкүмәтенең нефть продукттарына хаҡ тирәләй килеп тыуған хәл менән шөғөлләнеүе хаҡында хәбәр итте.
«Ошо хәлде төҙәтербеҙме? Әлбиттә, хөкүмәт бының менән шөғөлләнә, - тип ышандырҙы Владимир Путин, Владивостокта Көнсығыш иҡтисади форумында сығыш яһағанда. - Нефть продукттарын етештереүселәр хаҡлылыр тип уйлайым. Хөкүмәт ваҡытында иғтибар итергә тейеш ине».
«Башинформ» хәбәр иткәнсә, дәүләт башлығы Көнсығыш иҡтисади форумында Украинала Рәсәй менән һөйләшеүҙәрҙе тыйыу тураһында указды ғәмәлдән сығарыу диалогҡа тәүге аҙым булыуы ихтималлығы хаҡында ла белдерҙе.
https://www.bashinform.ru/news/politics/2023-09-12/pravitelstvo-rossii-zanimaetsya-situatsiey-s-tsenami-na-benzin-3432575",Иҡтисад
Республикала колледж студенттары өсөн академик стипендия нормативтары раҫланды,"Башҡортостанда колледж студенттары өсөн академик стипендия нормативтары раҫланды. Республика хөкүмәтенең «Стипендия фондын булдырыу тураһында» ҡарарына үҙгәрештәр Башҡортостандың рәсми хоҡуҡи мәғлүмәт интернет-порталында баҫылған.
Документҡа ярашлы, 2023 йылда республика бюджеты иҫәбенә стипендия фондын формалаштырыу өсөн норматив күләме (индексацияны һәм Урал коэффициентын иҫәпкә алып) түбәндәгесә була:
— академик стипендия алған урта махсус уҡыу йорттары студенттары өсөн айына 765 һум,
— социаль стипендия алған урта махсус уҡыу йорттары студенттары өсөн айына 1148 һум.
2024 йылда ул 796 һәм 1194 һумға тиклем арттырыла.
Бынан алдараҡ «Башинформ» Башҡортостанда һәләтле студенттар өсөн стипендия күләмен ике тапҡырға арттырыуҙары хаҡында яҙғайны.
https://www.bashinform.ru/news/economy/2023-09-12/v-bashkirii-utverdili-normativy-akademicheskoy-stipendii-dlya-studentov-kolledzhey-3432050",Иҡтисад
Башҡортостан Башлығы тәҡдиме менән Ирәндек һыртында ятҡылыҡтарҙы эшкәртеү тыйыла,"Радий Хәбиров Әбйәлил һәм Баймаҡ райондарындағы Фәйзулла майҙанында эҙләү эштәрен үткәреүҙе контролдә тотоу мәсьәләһе йәһәтенән ҡаҙылма байлыҡтарҙы файҙаланыу буйынса ведомство-ара комиссия эшенә ыңғай баһа бирҙе.
«Ошо райондарҙа һәм Башҡортостанда йәшәүселәрҙе әлеге биләмәлә ниндәй эштәр алып барыуҙары борсой ине. Ер аҫты байлыҡтарын файҙаланыу буйынса федераль агентлыҡ менән байтаҡ һөйләшеүҙәр үткәрелде, беҙҙе ишеттеләр. Әбйәлил һәм Баймаҡ райондары башлыҡтарынан халыҡҡа ошо мәғлүмәтте еткереүҙәрен һорайым. Республикала ятҡылыҡтарҙы эшкәртеү эштәре әүҙем бара, ләкин беҙ ниндәй урындарға бөтөнләй тейергә ярамағанлығын аңларға тейешбеҙ», - тип билдәләне Башҡортостан Башлығы аҙналыҡ оператив кәңәшмәлә.
Хөкүмәт премьер-министры урынбаҫары Азамат Абдрахманов һүҙҙәренсә, 1 мартта Ер аҫты байлыҡтарын файҙаланыу буйынса федераль агентлыҡ һәм подрядсы араһында Баймаҡ, Әбйәлил райондарындағы Фәйзулла майҙанында оксидлы марганец мәғдәндәрен эҙләү эштәре үткәреү өсөн контракт төҙөлдө.
«Килешеү шарттарына ярашлы, подрядсы 2025 йылға тиклем Фәйзулла майҙанының геологик төҙөлөшөн тикшерергә тейеш ине. Беҙҙең республикала марганец уҙған быуаттың 30-40-сы йылдарында уҡ асыҡланған. 60-70-се йылдарҙа геофизик, геологик һәм тематик тикшереүҙәр үткәрелгән. Дәүләт 30-40 йыл һайын тәбиғәт ресурстары тураһындағы мәғлүмәттәрҙе рәсмиләштереп тора. Шулай итеп, подрядсы был эштәрҙе Рәсәйҙең ер аҫты байлыҡтарын инвентаризациялау дөйөм дәүләт программаһы сиктәрендә башҡарған. Әлеге ваҡытта илдең 10 участкаһында,  шул иҫәптән Тымыҡ океанда шундай эштәр бара. Шуныһы мөһим: лицензия файҙалы ҡаҙылмалар табыуҙы күҙ уңында тотмай ине. Тикшереү һөҙөмтәләре буйынса геологик отчет бирелгән. Унда марганец мәғдәндәре сифатлы булмағас, артабанғы эштәрҙе башҡарыу мөмкин түгеллеге билдәләнгән. Шуға күрә, ҡануниәткә ярашлы, Ер аҫты байлыҡтарын файҙаланыу буйынса федераль агентлыҡ һәм подрядсылар менән ағымдағы йылдың 29 авгусынан яҡтарҙың үҙ-ара килешеүе буйынса дәүләт контрактын тарҡатыу тураһында ҡарар ҡабул ителде», - тип белдерҙе вице-премьер Азамат Абдрахманов.  
https://www.bashinform.ru/news/economy/2023-09-11/po-initsiative-glavy-bashkirii-na-hrebte-irandyk-zapreschena-razrabotka-mestorozhdeniy-3430480",Иҡтисад
 Һалым түләгән ваҡытта ла мутлашыусылар йоҡламай,"Рәсәй Федераль һалым хеҙмәте һалым бурысын түләгән ваҡытта мутлыҡ ҡылыуҙың тағы бер төрөнөң барлыҡҡа килеүе тураһында иҫкәртә. Баҡтиһәң, билдәһеҙ кешеләр Рәсәй Федераль һалым хеҙмәте исеменән һалым бурысын түләү талабы менән хәбәр ебәрә икән. Бурысты инспекцияға шәхсән килеп йәки һылтанма буйынса үтеп түләргә һәм ошо белдереү ҡағыҙын ебәргән инспекторға түләү тураһындағы чек күсермәһен ебәрергә тәҡдим итәләр. Заман “остап бендер”ҙары был бурыстың 2021 йылғы икәнлеген билдәләй, шуға күрә ул “Дәүләт хеҙмәттәре” порталында һәм түләүсенең шәхси кабинетында сағылыш тапмай, тип аңлата. Шуны хәтерегеҙҙән сығармағыҙ, Рәсәй Федераль һалым хеҙмәте бер ҡасан да бындай хаттарҙы ебәрмәй һәм бындай хаттарға уларҙың ҡағылышы юҡ. Иҫәпләп сығарылған һалымдар тураһында белдереү шәхси кабинетҡа йәки почта аша килә. Унда тик белдереү ҡағыҙы һәм, документты сервиста ҡарарға мөмкин, тигән хәбәр генә була. Тағы һалым түләүселәрҙең электрон адресына һалым органдары өҫтәмә рәүештә бер нәмә лә ебәрмәй. Бындай шикле хаттарҙы асмаҫҡа, һылтанмалар буйынса инеп ҡарамаҫҡа, киреһенсә, “спам” тип билдәләргә һәм юйып ташларға кәңәш итәбеҙ.  Әгәр һалым түләүсенең шәхси кабинетында йәки Дәүләт хеҙмәттәре аша алырға теләһәгеҙ, һалым тураһындағы белдереү ҡағыҙҙары ҡағыҙ форматта ебәрелмәй. Шунда уҡ бурысың бармы-юҡмы икәнлеге хаҡында мәғлүмәт алырға мөмкин. Тағы ла бурысты “Рәсәй Федераль һалым хеҙмәтенә мөрәжәғәт итергә” сервисы аша хат ебәреп йәки һалым инспекцияһына шәхсән барып тикшерергә була. Тулыраҡ мәғлүмәтте Рәсәй Һалым федераль хеҙмәте сайтында белергә мөмкин.
Фото: nalog.gov.ru",Сәйәсәт һәм хоҡуҡ
